ID,Is_Lead
VBENBARO,0.048321110088957175
CCMEWNKY,0.2369842529199176
VK3KGA9M,0.08914082949189045
TT8RPZVC,0.030165043173836788
SHQZEYTZ,0.03275723743598995
MZZAQMPT,0.4328393911581416
Y88TW36I,0.17293058147291238
3UGOAQNU,0.0746475828152041
VVUKMUJT,0.9836686731733824
9R363ZXS,0.16266782679997066
BLISM6JE,0.08750973752638437
CH8S7JK7,0.22177604239783066
EAHDPXEJ,0.37029381692175944
BNUK9PRF,0.32015397759626724
GP2PG6FJ,0.09481095257068008
WNQCSN8A,0.0427993481091541
32DN4YVZ,0.4314667466334296
GXAMDANM,0.081855128135286
MXETLUP4,0.34606719877352754
MPXK6TVE,0.6223215148661632
LBSIME2K,0.35441943213904004
D6ORJTM6,0.07750049162446347
HGDIBAKA,0.5182741764842024
UUZYL9DZ,0.34672222192060204
AUGE3VWK,0.10619148528858735
MX7GOX6Q,0.3859604074532004
TQN6K35W,0.15495142126658965
QQDRMQQN,0.5439340724998809
UP6GC6F4,0.3394768227574923
BMHBUVHB,0.6199671756719562
KGLDW86A,0.36502207989502117
FQEOMOP4,0.1051478033205072
DYWM5MEU,0.19539314865843554
DXHGXV8F,0.09150355309760706
AVFBFQKC,0.14625706288186044
DBIDKYMV,0.5497879972810211
KYZHMEBY,0.20571401710962692
SSFEBUGF,0.09266931500195899
MGJTAG8X,0.3718632453462049
MP6BERDO,0.15778629259595814
GXZ8ED68,0.07976985686904499
ICTFGWQR,0.6842122158608535
EAYHTRKH,0.03423627694280765
6FN97QLQ,0.09007042161740801
3H5MZDDW,0.29472044255388496
2DXZZWSN,0.1426211239589745
MM4QIRE5,0.5305624290367266
HJWVYXUA,0.0996244848862026
RBRSJUP3,0.3209264716689683
YFRQKGXW,0.3571781894947031
N3SADEBV,0.1215060438610356
G2A2YYXY,0.04943695874137124
XMGA3WT3,0.18560652219910054
KVZQPSGI,0.4349599317973998
UAKARBBG,0.05704532148070054
WYKKL85Z,0.20048476290608014
GHNYYGRR,0.09991970127732415
UBAJANWT,0.07583084742638048
LSARSF7U,0.022777232400338233
4CNSJVVR,0.2459433416851794
JRHJSWYO,0.28061281088686346
FHZ8SVVI,0.17430052112976807
JUIRE47M,0.08692621200508975
GDIVN2GL,0.15817758949921715
WMF3DYE3,0.6291714052896392
MAQEHEWK,0.1443037303705956
2W8DLKFU,0.06961255581807782
AKGRML6H,0.1114028258805094
B7WUUGCY,0.07679502660858273
TLJOYATM,0.4610896447441973
UH6ZDM3W,0.13193246534258268
7IP5SSRR,0.846235907050496
PV85PMEB,0.5219077018227286
FGDOY4NI,0.08596835718021328
7YYIXJQE,0.20275282999704203
BHW42XPW,0.19668802968592144
3PKEEAT4,0.3303978737104366
ACFPZ3LM,0.08938503129146824
6GORGNYN,0.35728632702420804
AEPQTMJK,0.2628647542763562
S6FNZFKK,0.074096434854694
JTYNEKRQ,0.678061555619421
GPXDPHHC,0.1443303993817352
O8TMKNNB,0.19542936658119242
XSQVHKYG,0.07142768022050289
MJ3CZRAE,0.02352491931870128
3NSQEYBJ,0.5387381400632592
SXVBASGH,0.05806632340794915
5ZIGZYSS,0.22934144976032306
FQSHBCUT,0.35980201924909
MU45XUBP,0.13636912059629802
BVULDPBI,0.15728841327531384
82GRNPFG,0.13500554017183064
KKBNELBF,0.06072671834716263
HXQGBDGY,0.06165281012116333
28HDZICG,0.6211132038424494
GHBPKPJC,0.0681789221564399
FDWZFSSC,0.189328411053747
FWTIWZF3,0.053997080802820535
JYMHVPMY,0.11256771608815651
AHUDO2T6,0.24043380731062472
ACDHABS3,0.3033049546271932
5NTYJJDV,0.23056548712659714
2M4VPY4V,0.23572609398186847
KAHP9XLF,0.20294858513819394
YRLEWZFQ,0.23079154570513707
JZWVLXHJ,0.17390426290605526
JZZSXUKT,0.3164518799261116
93RURE2J,0.4398740544437851
4RNB6FDV,0.6889348386116437
27E7HMMG,0.0902484666047788
2QEFQQWN,0.07203679460177229
DDTCD2XI,0.26511550421528546
VGVEYSEG,0.2697413437602558
WCXVE7RK,0.15897114982043645
RTN4R3UE,0.06242628230942106
K2PVS4RB,0.06588253058210933
Q36J686Z,0.2327899274454339
NWKHMEOF,0.48354883104717833
PVJYQQGT,0.3312599477702088
GPUMRNWC,0.07279260500631202
LXHCDSVH,0.4817142568135625
BNIUPSVK,0.42759695245015544
FW3QI3WW,0.2108813530810224
IEEUGXMY,0.08824365933461423
FVVXDLBO,0.10379087670853017
UC2JJB6Y,0.20778582287323688
3WPAHP52,0.46531450106700606
HDTCJJOE,0.5374585911414489
UCSB9GKK,0.22760918221714238
HANBFYTH,0.1243001218025004
FLUU2HNV,0.08154768162064652
64PIYWDJ,0.18252640964717565
9AHNH8ZX,0.26963742768848736
KLHUI2SE,0.4929457041826114
YRHYUJFW,0.5889492452696382
G5RWWH7F,0.1972721715842187
SCBT9BAX,0.028219148012009317
UGZGLVNB,0.27925181410717403
2RRNUFBV,0.5978468529029677
B6O59TEY,0.4603828087623359
CYHRRYH6,0.1156941806630855
GGYZVHWU,0.2873409876255983
K6AM97RN,0.24268578457930545
ATM5JQYM,0.18709394084377037
7GYZSGWA,0.08483062272245502
DFWUDQCR,0.1598531378036018
E2Z98CR3,0.20265373783106283
GD9KTSLY,0.0782826619495956
2AMRA4OD,0.1262005194405584
CFHZ3ZE6,0.48017018320792526
