ID,Is_Lead
VBENBARO,0.055812233136296484
CCMEWNKY,0.3072370181060368
VK3KGA9M,0.09498739177157606
TT8RPZVC,0.05214835815038849
SHQZEYTZ,0.04779741585204938
MZZAQMPT,0.5159362380557201
Y88TW36I,0.3280378950243321
3UGOAQNU,0.08634787883234146
VVUKMUJT,0.9653901811002699
9R363ZXS,0.19106335547006392
BLISM6JE,0.09296169922848975
CH8S7JK7,0.2649201491900104
EAHDPXEJ,0.3808827381115218
BNUK9PRF,0.3809133971739341
GP2PG6FJ,0.09817707672170169
WNQCSN8A,0.06889166773604848
32DN4YVZ,0.4339521507575908
GXAMDANM,0.10284558865319823
MXETLUP4,0.2877167454328718
MPXK6TVE,0.6168186521798609
LBSIME2K,0.4652817575646889
D6ORJTM6,0.10627600361474426
HGDIBAKA,0.565481594207062
UUZYL9DZ,0.5723754266936621
AUGE3VWK,0.10684215599196475
MX7GOX6Q,0.4366310896342807
TQN6K35W,0.20507867089679596
QQDRMQQN,0.532573656120129
UP6GC6F4,0.23429270602744875
BMHBUVHB,0.6556560258940468
KGLDW86A,0.42849280713549
FQEOMOP4,0.14012363147840076
DYWM5MEU,0.2095534769691296
DXHGXV8F,0.13338816813211046
AVFBFQKC,0.23391515578804442
DBIDKYMV,0.5379396352521791
KYZHMEBY,0.305306777645676
SSFEBUGF,0.097299926214072
MGJTAG8X,0.5212078148894864
MP6BERDO,0.19924631250279767
GXZ8ED68,0.08995599833492438
ICTFGWQR,0.6672684092565241
EAYHTRKH,0.055282792158866265
6FN97QLQ,0.11857053476242534
3H5MZDDW,0.4039559926012859
2DXZZWSN,0.14006952350758003
MM4QIRE5,0.47342977849567025
HJWVYXUA,0.1736479583219561
RBRSJUP3,0.3347359709551656
YFRQKGXW,0.47938547421616373
N3SADEBV,0.2087446347246283
G2A2YYXY,0.06822042131433648
XMGA3WT3,0.34830067434169454
KVZQPSGI,0.4479502044434173
UAKARBBG,0.08710271426175632
WYKKL85Z,0.19509024581704074
GHNYYGRR,0.1324396186863264
UBAJANWT,0.10350596809583604
LSARSF7U,0.0333744609888566
4CNSJVVR,0.3266719299792861
JRHJSWYO,0.3785598824175874
FHZ8SVVI,0.1913694758248617
JUIRE47M,0.09543173010358597
GDIVN2GL,0.17295570103705832
WMF3DYE3,0.5590138481854781
MAQEHEWK,0.21092266211337568
2W8DLKFU,0.09459058939966353
AKGRML6H,0.12361791411379112
B7WUUGCY,0.12529198345057604
TLJOYATM,0.5105646303839815
UH6ZDM3W,0.16922970024269626
7IP5SSRR,0.8220823897019217
PV85PMEB,0.5279953983014273
FGDOY4NI,0.09528422975240332
7YYIXJQE,0.28477483687803107
BHW42XPW,0.2805864290235523
3PKEEAT4,0.34676685316421635
ACFPZ3LM,0.09767978387661107
6GORGNYN,0.3269934255069077
AEPQTMJK,0.26248703504447574
S6FNZFKK,0.08937929095193309
JTYNEKRQ,0.7911206057810023
GPXDPHHC,0.19527771854217396
O8TMKNNB,0.27390131419365127
XSQVHKYG,0.09415490665153071
MJ3CZRAE,0.04016087738890517
3NSQEYBJ,0.6877239565030225
SXVBASGH,0.08021793355529852
5ZIGZYSS,0.16811312720804997
FQSHBCUT,0.444000304608948
MU45XUBP,0.17351549916311565
BVULDPBI,0.21137589748667637
82GRNPFG,0.15468635193374547
KKBNELBF,0.0813694301309855
HXQGBDGY,0.07997638885913347
28HDZICG,0.6152131164540713
GHBPKPJC,0.08823201791115153
FDWZFSSC,0.29261421792291076
FWTIWZF3,0.0874252567775853
JYMHVPMY,0.1734562641880485
AHUDO2T6,0.29977059050036653
ACDHABS3,0.3415834934985006
5NTYJJDV,0.30389167955238267
2M4VPY4V,0.3513530481693043
KAHP9XLF,0.36313195094035394
YRLEWZFQ,0.37590911053102
JZWVLXHJ,0.1991480612729991
JZZSXUKT,0.2998963951203291
93RURE2J,0.4996977402207539
4RNB6FDV,0.7757911792796002
27E7HMMG,0.12099959214758153
2QEFQQWN,0.09119562471339514
DDTCD2XI,0.26586077518345635
VGVEYSEG,0.30695473396384254
WCXVE7RK,0.203046459357195
RTN4R3UE,0.07812366610576281
K2PVS4RB,0.08670623889093784
Q36J686Z,0.3049676680786326
NWKHMEOF,0.553550434131899
PVJYQQGT,0.33846997505559867
GPUMRNWC,0.10067154930116913
LXHCDSVH,0.4835739987433831
BNIUPSVK,0.4660609292735685
FW3QI3WW,0.22600009035732774
IEEUGXMY,0.10355392692009256
FVVXDLBO,0.10537100195244854
