,Customer Id,Cost
0,fffe3400310033003300,265.2641038752227
1,fffe3600350035003400,294.8170376017561
2,fffe3700360030003500,170.05886164182292
3,fffe350038003600,207.76535869815288
4,fffe3500390032003500,306.6011988765933
5,fffe3900360034003300,285.59452677629764
6,fffe3200380034003700,397.2256659831017
7,fffe3900370035003200,1375.2787025655368
8,fffe3100380039003200,549.0439435182045
9,fffe3300330036003800,151.39062265919154
10,fffe3600370030003400,950.756482033155
11,fffe3500380034003200,202.35936029439955
12,fffe370035003600,142.0399194080295
13,fffe3100340039003800,395.7602867600081
14,fffe340030003700,28862.29810940378
15,fffe330038003700,271.3317021037868
16,fffe3500300032003000,1392.099259069209
17,fffe390038003700,205.19059991395653
18,fffe3600390033003600,309.2525211734371
19,fffe3300380036003100,1223.629313045189
20,fffe3200330032003100,139.0858435779651
21,fffe3900300037003900,2791.4506409073338
22,fffe3100350030003700,229.8171072253014
23,fffe3700360035003100,4018.617094728252
24,fffe350034003100,260.27720061767394
25,fffe3400380039003700,250.07871846632392
26,fffe3900320031003800,1244.5096026088752
27,fffe3300360034003600,607.9437952724463
28,fffe3500370037003500,181.92854455463797
29,fffe34003500,348.41618756633676
30,fffe3800370030003500,350.1312455339602
31,fffe3300340035003800,213.17904970074994
32,fffe3700380033003100,160.52310578616905
33,fffe3200370034003600,149.77651996669331
34,fffe3200370033003500,6115.267364935544
35,fffe3100380039003700,196.1287023633848
36,fffe3100310035003300,23466.385356366172
37,fffe3100320031003700,267.76112811929295
38,fffe3700390034003600,253.13510253482022
39,fffe3200380033003000,171.52544951721873
40,fffe3500320034003800,836.4971499671602
41,fffe3900390034003300,355.12830338677657
42,fffe3900350033003200,398.1437022350386
43,fffe3300350033003900,434.01635947490433
44,fffe3600330030003800,581.7627786756758
45,fffe3600310032003000,161.3407899541807
46,fffe3700340036003800,272.84478318957713
47,fffe3800320037003500,204.30209246061946
48,fffe3200330037003000,179.11207482303374
49,fffe3100320035003500,173.33596243331655
50,fffe3300370033003000,292.51833062795737
51,fffe3900360030003300,357.64304327328296
52,fffe3400340034003000,269.7059033867721
53,fffe3800300035003300,7272.623891033741
54,fffe3700340035003900,1049.4012565369928
55,fffe3600340034003900,162.18753167424276
56,fffe310030003500,189.39669895517926
57,fffe3700310035003200,297.68964569591327
58,fffe3100330033003900,210.62037127894922
59,fffe3800330030003700,170.6752474133778
60,fffe3900370033003100,169.19882213567283
61,fffe3500330036003400,68816.1196035056
62,fffe3700350036003200,3211.6109417954253
63,fffe3500390037003700,160.57958429404917
64,fffe3200340034003300,9121.706742346638
65,fffe3300350032003200,291.5687969621338
66,fffe360034003500,175.08723171233444
67,fffe3900390030003600,1007.3480433748956
68,fffe3400350034003000,6629.368888318553
69,fffe3600360036003300,245.594190251887
70,fffe3800350030003100,737.5545825681382
71,fffe3400300030003000,317.381230321171
72,fffe3200390037003600,548.5085501715724
73,fffe3600350039003500,9574.303007123062
74,fffe3300350038003600,342.79223088965705
75,fffe3600350037003900,201.44882668521973
76,fffe3200360035003900,312.0437916600713
77,fffe3300360039003100,4563.934560893201
78,fffe3400370030003300,1994.3415626861474
79,fffe3400300031003600,595.2857159506436
80,fffe3900340034003000,251.14227351110222
81,fffe3700350038003900,565.0796400383196
82,fffe3300330032003800,292.8984162444319
83,fffe370039003600,247.20050141337535
84,fffe3400340036003300,180.9202969146575
85,fffe3900360034003400,225.70379038672567
86,fffe3900380037003700,1850.2435477561992
87,fffe3600360039003700,395.4482070620091
88,fffe3600340031003600,215.994685169603
89,fffe3500370035003900,182.92485947178872
90,fffe3700330037003400,3820.639127441198
91,fffe320037003400,682.3606017180864
92,fffe3500310034003800,679.8863296696526
93,fffe3700390039003200,6003.481088389887
94,fffe3900390038003600,422.91728574597886
95,fffe3700380033003500,225.14361930661937
96,fffe3700320036003800,3879.1433702064896
97,fffe3300360034003100,60422.11345865961
98,fffe3700330038003400,442.92016989568356
99,fffe3800380033003400,267.58290606589617
100,fffe3200390030003300,340.4444200320597
101,fffe3900380035003200,409.95807114749203
102,fffe3600340031003100,202.94260661103354
103,fffe3200300036003200,1499.2011249924785
104,fffe370039003400,215.62868258031372
105,fffe3500390030003300,2366.6764957965834
106,fffe3700350030003700,464.6840966731907
107,fffe3100370035003500,358.7963102201928
108,fffe3900390038003100,238.4824033792943
109,fffe3300320031003900,973.438247466851
110,fffe3500300030003500,166.97421659047401
111,fffe3800380031003200,219.54823934881156
112,fffe3400390034003200,382.85061728446135
113,fffe3200370037003200,242.58126140336697
114,fffe370039003800,1490.445176153355
115,fffe3900360035003200,1449.863121446023
116,fffe3600370039003800,132.36913633414608
117,fffe310037003900,34535.15921670915
118,fffe3700360039003200,398.30352143733717
119,fffe3700350035003200,212.64652718787684
120,fffe3300350035003000,223.08501005781457
121,fffe3400340034003900,623.3790797228356
122,fffe3700340038003600,228.47788831429358
123,fffe3200320033003500,323.56896905754434
124,fffe3600310035003800,178.26227431300904
125,fffe36003300,11455.285747087159
126,fffe3500310038003000,129.45155690698277
127,fffe3600360036003500,288.2661383879273
128,fffe3400300039003500,1027.373383038517
129,fffe3300370034003400,907.1253793912985
130,fffe380037003400,210.58061486102892
131,fffe3500380036003000,4172.048914258727
132,fffe3800360031003700,207.67282724254017
133,fffe370031003300,25746.171318829867
134,fffe3500350032003700,4995.983952007647
135,fffe3400370035003100,160.33264829033547
136,fffe3800310033003400,239.7595209589655
137,fffe3800350031003600,4670.303550943852
138,fffe3700300032003200,156.13604142777825
139,fffe3400350036003400,4039.0107395416753
140,fffe3300390034003200,466.4756110746173
141,fffe3700330030003300,208.53558393594176
142,fffe3100350038003600,3355.2166747556785
143,fffe3900330030003100,281.56765001857514
144,fffe3400370033003200,4913.073399575219
145,fffe3800350031003900,1727.3134078894063
146,fffe3600360034003400,277.9590302853253
147,fffe3300380033003000,2402.4278192753363
148,fffe3700330038003800,400.805030479007
149,fffe3500340033003100,989.2001810105326
150,fffe3600380030003900,55286.99542681801
151,fffe380036003000,1068.4382030623965
152,fffe3800380034003300,145.28745681031623
153,fffe310034003100,202.4916830156472
154,fffe3500310036003700,25181.326647912523
155,fffe3700300039003400,522.6166390836189
156,fffe3800320037003400,584.1832523595143
157,fffe3600310034003600,2521.2560080193207
158,fffe3200320034003700,268.2966756501899
159,fffe3700330034003400,278.53203478560215
160,fffe3100300032003200,395.4290927690038
161,fffe3400340038003100,381.33404514110106
162,fffe350030003200,181.69688898956818
163,fffe3200340038003900,4460.680942533744
164,fffe340036003500,272.7866661027904
165,fffe3700310037003100,721.1625110353116
166,fffe3900360030003100,518.8176056548007
167,fffe3800310038003800,1497.0454512945662
168,fffe3500350039003900,689.761206210538
169,fffe3100330039003800,204.54731688704956
170,fffe360034003400,256.1974037588042
171,fffe3300380030003500,643.9493678796334
172,fffe320036003600,179.55302187946697
173,fffe3900330038003700,216.93619156312747
174,fffe3400330031003500,4630.970769789918
175,fffe3800320033003000,134.15572816984172
176,fffe3200380039003600,179.2376561182678
177,fffe3200340032003500,419.665548924993
178,fffe3700370036003500,10859.748349951662
179,fffe3200390030003500,846.3240270051638
180,fffe3300390036003200,8205.788818162044
181,fffe3300380031003000,105.38032415380084
182,fffe380038003100,3555.5736767440717
183,fffe3900370034003200,38354.990757356005
184,fffe3800340036003900,425.30883530483953
185,fffe330035003900,1165.848463995499
186,fffe3300370031003900,196.23809735379942
187,fffe3300330034003700,1319.2437552488318
188,fffe3400350030003500,188.91299039399675
189,fffe3400340039003300,183.18280380030563
190,fffe3200310033003300,1774.0823510853936
191,fffe3200310037003600,381.06231002980746
192,fffe3600330039003400,188.5072948334004
193,fffe3900320030003400,885.4237887300003
194,fffe3100310035003900,306.9058363502354
195,fffe3700340034003800,276.08956771129
196,fffe3400350035003400,1608.8746394612451
197,fffe3600330033003700,29141.417741526744
198,fffe3400350030003900,308.92063594493374
199,fffe3300310038003500,316.75884539741077
200,fffe3100350035003700,358.2130676890841
201,fffe3600300037003100,121.0688644716718
202,fffe3600300033003300,209.14624882283994
203,fffe3600390035003600,131.3675124533558
204,fffe3800300032003800,204.06181820942467
205,fffe320034003200,293.79684787409855
206,fffe3700340031003000,387.8598079294732
207,fffe3100320031003100,444.6746010573795
208,fffe3600370035003300,216.2995311464161
209,fffe3500330039003500,1498.9292195673672
210,fffe3500380031003100,9207.870522186755
211,fffe3900320035003900,576.0954411153905
212,fffe3600330036003100,539.612154622873
213,fffe3200350033003600,39135.39645025304
214,fffe3600310030003200,1636.2941830596574
215,fffe3200300037003000,244.2293830581394
216,fffe3500320034003300,300.16159817197195
217,fffe3800390031003200,2782.3652508019186
218,fffe3700370034003400,549.956001364809
219,fffe3100310036003500,159.40206861889857
220,fffe3500320036003600,270.71106595924755
221,fffe3900390037003300,573.983225770478
222,fffe3600300031003200,640.6614400988327
223,fffe3800330038003700,1854.010546558124
224,fffe320037003100,236.0059489453751
225,fffe3400350032003000,225.5637100554469
226,fffe3800330033003700,4373.273308788786
227,fffe3400360035003800,203.05311965495184
228,fffe3800340038003900,178.47567007154217
229,fffe3500390038003800,599.420432058358
230,fffe3300310032003900,120.18644893088829
231,fffe3700370037003700,147.55547257902404
232,fffe3100310036003700,171.0452740861627
233,fffe3300390032003600,416.255959642687
234,fffe3700370036003900,384.79904112469393
235,fffe3300350038003000,1077.4595371179673
236,fffe310038003600,448.5062931526996
237,fffe3200300031003700,4601.378047365316
238,fffe3800380031003300,218.24528642032107
239,fffe3900380038003400,4387.408975822581
240,fffe3500310036003500,280.9619770106838
241,fffe3300300039003700,169.2025305495966
242,fffe3900320035003100,186.96371461886324
243,fffe3800380034003100,675.8460025867239
244,fffe3800300031003200,240.78283491406924
245,fffe3800300037003600,628.8801540586342
246,fffe3500380038003600,205.43888424103366
247,fffe3100310033003400,399.1133694881449
248,fffe370035003000,915.2692620701883
249,fffe3700370030003200,2756.2504216569228
250,fffe3800340038003500,1188.8421559022925
251,fffe3100320032003900,1244.3882718209977
252,fffe3600340034003700,438.5458665552114
253,fffe3300320039003300,859.3996089507493
254,fffe350034003400,423.805526020199
255,fffe3100340039003700,195.0103004978871
256,fffe330033003800,353.5342737468166
257,fffe3400350036003200,223.1472217749227
258,fffe3300380031003200,208.51038484439798
259,fffe3100360030003100,137.9064835465629
260,fffe3300370031003600,520.1233432906614
261,fffe3700300034003700,4132.400239211493
262,fffe3900310031003600,818.692365269425
263,fffe3500360037003100,181.46840760423385
264,fffe350039003400,695.1116360493562
265,fffe3600390038003200,1557.761973109039
266,fffe3800360039003700,1744.8406970971205
267,fffe3600350033003300,247.8930459739252
268,fffe3900310031003500,570.3938701140722
269,fffe3500300035003600,494.4229591685232
270,fffe3800390031003300,15974.094867991824
271,fffe3100350035003600,1793.054296081172
272,fffe3800390036003400,261.8787127482333
273,fffe3500320033003600,281.88169456712006
274,fffe3600370036003700,774.7780447129089
275,fffe3700380037003500,1291.834058300323
276,fffe3600390032003500,903.8805539235747
277,fffe3700340036003900,213.31245841362133
278,fffe3200390035003700,255.89660969726253
279,fffe3900370032003500,255.09860753451647
280,fffe3500300038003600,665.5797237893762
281,fffe3600330033003400,39752.88491782657
282,fffe330037003100,3383.759336719761
283,fffe3400390037003200,2357.118937763102
284,fffe3800320036003400,46469.30015560392
285,fffe3800380038003500,2789.629316120861
286,fffe3200300039003800,1777.5340147740912
287,fffe3900320039003500,973.7606941620678
288,fffe3600340036003700,3907.8691890320233
289,fffe3600350037003800,783.3550910592832
290,fffe3500300037003700,154127.34040628962
291,fffe3100380032003600,45498.74441673768
292,fffe380037003500,412.1137409634612
293,fffe3100360034003900,109.83405704836227
294,fffe3700310036003500,1152.9469126699335
295,fffe3400330035003200,83515.24750145496
296,fffe3300330032003200,183.23748790307923
297,fffe3100300036003000,504.33803949387715
298,fffe3100390034003500,9747.167110335546
